Atomtypes,Cuttoff,Ncliques,Distance,Median(Score),AND,BGC,NAD,PO4,GLC,FMN,EST,ATP,HEM,AMP,FAD,Mean
ACC_DON_GRE,3.5,5,6,Srel,0.696428571429,0.420731707317,0.45777027027,nan,0.969093754523,0.665957446809,0.939024390244,0.729651162791,0.707589285714,0.872675736961,0.871413565426,nan
ACC_DON_GRE,3.5,5,6,Tanimoto,0.696428571429,0.420731707317,0.45777027027,nan,0.965547655232,0.665957446809,0.939024390244,0.729651162791,0.707589285714,0.872675736961,0.871413565426,nan
ACC_DON_GRE,3.5,5,6,SrelScore08,0.704081632653,0.417682926829,0.459558823529,nan,0.96476968447,0.663164893617,0.951219512195,0.737980769231,0.716346153846,0.872321428571,0.871143457383,nan
ACC_DON_GRE,3.5,5,6,SrelScore05,0.757653061224,0.512195121951,0.488175675676,nan,0.959170104212,0.650531914894,0.957317073171,0.745248211091,0.724324324324,0.870386904762,0.853969087635,nan
ACC_DON_GRE,3,5,6,Srel,0.573979591837,0.426829268293,0.426680672269,nan,0.966060985798,0.634640389162,0.798780487805,0.722991320997,0.680405405405,0.867191043084,0.841071428571,nan
ACC_DON_GRE,3,5,6,Tanimoto,0.573979591837,0.426829268293,0.426680672269,nan,0.966060985798,0.634640389162,0.798780487805,0.722991320997,0.680405405405,0.867191043084,0.841071428571,nan
ACC_DON_GRE,3,5,6,SrelScore08,0.580357142857,0.44512195122,0.434138655462,nan,0.964147720492,0.637313602473,0.829268292683,0.718274821109,0.690540540541,0.865518707483,0.838775510204,nan
ACC_DON_GRE,3,5,6,SrelScore05,0.605867346939,0.487804878049,0.514802631579,nan,0.955297469865,0.637868248773,0.853658536585,0.726464669052,0.695945945946,0.863903061224,0.830357142857,nan
ACC_DON_GRE,2.5,5,6,Srel,0.66262755102,0.818298969072,0.456875,nan,0.977040816327,0.640292553191,0.907216494845,0.701531753131,0.703125,0.872916666667,0.818799996851,nan
ACC_DON_GRE,2.5,5,6,Tanimoto,0.66262755102,0.818298969072,0.456875,nan,0.977040816327,0.640292553191,0.907216494845,0.701531753131,0.703125,0.872916666667,0.818799996851,nan
ACC_DON_GRE,2.5,5,6,SrelScore08,0.700255102041,0.822164948454,0.47,nan,0.975765306122,0.641489361702,0.914948453608,0.709078711986,0.699118589744,0.875694444444,0.814582545981,nan
ACC_DON_GRE,2.5,5,6,SrelScore05,0.771045918367,0.829896907216,0.5040625,nan,0.958545918367,0.629654255319,0.920103092784,0.714221824687,0.685897435897,0.861326058201,0.79375,nan
ACC_DON_GRE,2,5,6,Srel,0.633928571429,0.677272727273,0.484558823529,nan,0.927933673469,0.678590425532,0.887886597938,0.707569320215,0.665006868132,0.838101438492,0.788966049383,nan
ACC_DON_GRE,2,5,6,Tanimoto,0.633928571429,0.677272727273,0.484558823529,nan,0.927933673469,0.678590425532,0.887886597938,0.707569320215,0.665006868132,0.838101438492,0.788966049383,nan
ACC_DON_GRE,2,5,6,SrelScore08,0.705357142857,0.727272727273,0.492121848739,nan,0.924744897959,0.675265957447,0.894329896907,0.712153398927,0.664835164835,0.843601190476,0.783101851852,nan
ACC_DON_GRE,2,5,6,SrelScore05,0.832270408163,0.779545454545,0.516911764706,nan,0.903698979592,0.659840425532,0.869845360825,0.701308139535,0.658138736264,0.844270833333,0.755313838498,nan
ACC_DON_GRE,2,5,6,aaScore08,0.28443877551,0.0979381443299,0.530625,nan,0.763392857143,0.609441489362,0.397551546392,0.529349284436,0.515522875817,0.576041666667,0.715200617284,nan
ACC_DON_GRE,1.5,5,6,Srel,0.566964285714,0.786363636364,0.490651260504,nan,0.945153061224,0.605053191489,0.800257731959,0.655545617174,0.603365384615,0.77806712963,0.69496409675,nan
ACC_DON_GRE,1.5,5,6,Tanimoto,0.566964285714,0.786363636364,0.490651260504,nan,0.945153061224,0.605053191489,0.800257731959,0.655545617174,0.603365384615,0.77806712963,0.69496409675,nan
ACC_DON_GRE,1.5,5,6,SrelScore08,0.607142857143,0.795454545455,0.486554621849,nan,0.93431122449,0.640425531915,0.796391752577,0.665865384615,0.608173076923,0.788483796296,0.691353300579,nan
ACC_DON_GRE,3,5,6,aaScore08,0.557397959184,0.243902439024,0.506578947368,nan,0.637777479413,0.538563829787,0.302835051546,0.489723557692,0.451923076923,0.484367913832,0.688797556059,nan
ACC_DON_GRE,1.5,5,6,SrelScore05,0.668367346939,0.842783505155,0.54125,nan,0.90306122449,0.690691489362,0.756443298969,0.662231663685,0.587912087912,0.805456349206,0.679641439909,nan
ACC_DON_GRE,1.5,5,6,aaScore08,0.130102040816,0.680412371134,0.468067226891,nan,0.720663265306,0.533111702128,0.486469072165,0.541927549195,0.462826797386,0.602521494709,0.672839506173,nan
ACC_DON_GRE,2.5,5,6,aaScore08,0.794005102041,0.389175257732,0.51512605042,nan,0.735969387755,0.492420212766,0.427835051546,0.492229427549,0.555460164835,0.491158234127,0.672530864198,nan
ACC_DON_GRE,3,5,6,aaScore05,0.520408163265,0.115853658537,0.472039473684,nan,0.624246628476,0.540159574468,0.248711340206,0.459414132379,0.46926510989,0.460714285714,0.670524691358,nan
ACC_DON_GRE,3.5,5,6,aaScore08,0.580357142857,0.14375,0.491554054054,nan,0.717913229121,0.535106382979,0.481958762887,0.538461538462,0.527815934066,0.456923185941,0.661561476442,nan
ACC_DON_GRE,2,5,6,aaScore05,0.100765306122,0.0850515463918,0.509375,nan,0.742984693878,0.619946808511,0.405133928571,0.517805439608,0.523692810458,0.531405009921,0.661219135802,nan
ACC_DON_GRE,3.5,5,6,aaScore05,0.466836734694,0.1875,0.448529411765,nan,0.70784936315,0.536170212766,0.421391752577,0.501229874776,0.493055555556,0.424808673469,0.648034769463,nan
ACC_DON_GRE,1.5,5,6,aaScore05,0.0548469387755,0.524484536082,0.471218487395,nan,0.755739795918,0.495079787234,0.501932989691,0.512578264758,0.481627747253,0.559920634921,0.63649691358,nan
ACC_DON_GRE,2.5,5,6,aaScore05,0.572704081633,0.346649484536,0.492121848739,nan,0.751275510204,0.504388297872,0.378221649485,0.47137745975,0.57967032967,0.467245775058,0.636377314815,nan
ACC_DON_GRE,1.5,5,6,GO,0.816964285714,0.594072164948,0.580676020408,nan,0.357780612245,0.634707446809,0.529545454545,0.54897137746,0.486950549451,0.62371031746,0.527932098765,nan
ACC_DON_GRE,3,5,6,GO,0.614795918367,0.60824742268,0.597861842105,nan,0.509066565223,0.456425031824,0.782216494845,0.594644454383,0.50472972973,0.634672619048,0.52600308642,nan
ACC_DON_GRE,2.5,5,6,GO,0.861607142857,0.748711340206,0.5884375,nan,0.382653061224,0.501462765957,0.656572164948,0.575190071556,0.466503267974,0.590823412698,0.508024691358,nan
ACC_DON_GRE,3.5,5,6,GO,0.755102040816,0.664948453608,0.625,nan,0.395693117673,0.526562784143,0.778350515464,0.604005478533,0.547297297297,0.603521825397,0.499614197531,nan
ACC_DON_GRE,2,5,6,GO,0.978954081633,0.818943298969,0.548424369748,nan,0.44387755102,0.467154255319,0.530133928571,0.545058139535,0.492445054945,0.593337391775,0.488283179012,nan
ACC_DON_GRE,3.5,5,6,RMSD,0.383928571429,0.875,0.477796052632,nan,0.286691272254,0.459308510638,0.49162371134,0.460029069767,0.463083791209,0.527976190476,0.340090388007,nan
ACC_DON_GRE,1.5,5,6,RMSD,0.780612244898,0.3125,0.515441176471,nan,0.3125,0.408111702128,0.511597938144,0.457177996422,0.553513071895,0.382093253968,0.325462962963,nan
ACC_DON_GRE,3,5,6,RMSD,0.423469387755,0.631097560976,0.481085526316,nan,0.340229293472,0.458776595745,0.655283505155,0.478890876565,0.544299450549,0.497328514739,0.319324766944,nan
ACC_DON_GRE,2.5,5,6,RMSD,0.146045918367,0.591494845361,0.48518907563,nan,0.267219387755,0.500531914894,0.567010309278,0.496422182469,0.460851648352,0.491369047619,0.31674382716,nan
ACC_DON_GRE,2,5,6,RMSD,0.589285714286,0.885309278351,0.4703125,nan,0.248086734694,0.401595744681,0.561855670103,0.463998211091,0.48643543956,0.415379050926,0.294444444444,nan
ACC_DON_GRE,2,5,6,SOScore05,0.463647959184,0.666881443299,0.391071428571,nan,0.404974489796,0.443085106383,0.595982142857,0.354427549195,0.301682692308,0.423753720238,0.181018518519,nan
ACC_DON_GRE,2,5,6,SOScore08,0.283801020408,0.634664948454,0.370216836735,nan,0.417729591837,0.444680851064,0.600446428571,0.336314847943,0.302696078431,0.394289434524,0.155864197531,nan
ACC_DON_GRE,3,5,6,SOScore05,0.191964285714,0.676829268293,0.362664473684,nan,0.355561522855,0.33710106383,0.70618556701,0.317276596042,0.314189189189,0.42358276644,0.154089506173,nan
ACC_DON_GRE,2.5,5,6,SOScore05,0.320790816327,0.825386597938,0.375,nan,0.438775510204,0.360638297872,0.636160714286,0.335476296959,0.321256868132,0.370659722222,0.151388888889,nan
ACC_DON_GRE,2,5,6,SO,0.220025510204,0.625644329897,0.372767857143,nan,0.431760204082,0.439228723404,0.607142857143,0.330500894454,0.303104575163,0.380935470779,0.151080246914,nan
ACC_DON_GRE,1.5,5,6,SOScore05,0.43112244898,0.755798969072,0.410084033613,nan,0.456632653061,0.459441489362,0.534793814433,0.370751341682,0.275412087912,0.392162698413,0.14799382716,nan
ACC_DON_GRE,2.5,5,6,SO,0.21875,0.755154639175,0.359056122449,nan,0.475765306122,0.391489361702,0.60824742268,0.298356440072,0.327781593407,0.359676434676,0.147145061728,nan
ACC_DON_GRE,2.5,5,6,SOScore08,0.240433673469,0.782860824742,0.362882653061,nan,0.47193877551,0.381382978723,0.617268041237,0.307133273703,0.327438186813,0.366492882118,0.145524691358,nan
ACC_DON_GRE,3.5,5,6,SOScore05,0.276785714286,0.865853658537,0.340460526316,nan,0.319614814011,0.348271276596,0.822809278351,0.30103980322,0.360233516484,0.375630668934,0.145061728395,nan
ACC_DON_GRE,3,5,6,SOScore08,0.171556122449,0.673969072165,0.305098684211,nan,0.381101563432,0.356515957447,0.663015463918,0.309107711874,0.330405405405,0.392857142857,0.144521604938,nan
ACC_DON_GRE,3,5,6,SO,0.155612244898,0.672036082474,0.297697368421,nan,0.38093000358,0.36329787234,0.639175257732,0.30154013864,0.335135135135,0.379804421769,0.143055555556,nan
ACC_DON_GRE,3.5,5,6,SOScore08,0.223214285714,0.768292682927,0.30987394958,nan,0.348173577942,0.357845744681,0.757731958763,0.274877012522,0.328378378378,0.354081632653,0.129398148148,nan
ACC_DON_GRE,3.5,5,6,SO,0.211734693878,0.737804878049,0.302100840336,nan,0.339245006513,0.359973404255,0.721649484536,0.266994633274,0.29527027027,0.352040816327,0.126080246914,nan
ACC_DON_GRE,1.5,5,6,SO,0.21237244898,0.731958762887,0.376275510204,nan,0.517219387755,0.414760638298,0.547727272727,0.348222271914,0.276957417582,0.355923445767,0.122584876543,nan
ACC_DON_GRE,1.5,5,6,SOScore08,0.292091836735,0.746778350515,0.384566326531,nan,0.497448979592,0.423404255319,0.551546391753,0.348222271914,0.281936813187,0.365558862434,0.122241512346,nan
CA_ACC_DON_GRE,3.5,5,6,SrelScore08,0.963010204082,0.747422680412,0.661029411765,0.903782894737,0.804846938776,0.698936170213,0.978092783505,0.684984347048,0.659684065934,0.903918650794,0.822685185185,0.802581212041
CA_ACC_DON_GRE,3.5,5,6,SrelScore05,0.980867346939,0.740979381443,0.665336134454,0.905797697368,0.790816326531,0.709840425532,0.979381443299,0.692810822898,0.657967032967,0.897966269841,0.805401234568,0.802469465076
CA_ACC_DON_GRE,3.5,5,6,Srel,0.954081632653,0.753221649485,0.650945378151,0.900041118421,0.808673469388,0.696409574468,0.976804123711,0.67866726297,0.656936813187,0.903571428571,0.82962962963,0.800816552785
CA_ACC_DON_GRE,3.5,5,6,Tanimoto,0.954081632653,0.753221649485,0.650945378151,0.900041118421,0.808673469388,0.696409574468,0.976804123711,0.67866726297,0.656936813187,0.903571428571,0.82962962963,0.800816552785
CA_ACC_DON_GRE,3,5,6,SrelScore05,0.940051020408,0.774484536082,0.665021008403,0.904358552632,0.660714285714,0.670877659574,0.974871134021,0.690239266547,0.633585164835,0.899255952381,0.810416666667,0.783988658842
CA_ACC_DON_GRE,3,5,6,SrelScore08,0.924744897959,0.760309278351,0.666386554622,0.909046052632,0.683673469388,0.665691489362,0.975515463918,0.674809928444,0.635302197802,0.899206349206,0.807561728395,0.782022491825
CA_ACC_DON_GRE,2.5,5,6,SrelScore05,0.93112244898,0.884020618557,0.623739495798,0.898190789474,0.80612244898,0.61329787234,0.917525773196,0.665809481216,0.64217032967,0.876537698413,0.73649691358,0.781366715473
CA_ACC_DON_GRE,3,5,6,Srel,0.920918367347,0.753865979381,0.659978991597,0.905879934211,0.690051020408,0.65625,0.97293814433,0.666815742397,0.628434065934,0.897222222222,0.803395061728,0.777795411778
CA_ACC_DON_GRE,3,5,6,Tanimoto,0.920918367347,0.753865979381,0.659978991597,0.905879934211,0.690051020408,0.65625,0.97293814433,0.666815742397,0.628434065934,0.897222222222,0.803395061728,0.777795411778
CA_ACC_DON_GRE,2.5,5,6,SrelScore08,0.906887755102,0.769329896907,0.626365546218,0.900945723684,0.804846938776,0.608111702128,0.91881443299,0.671902951699,0.644917582418,0.877182539683,0.761728395062,0.771912133151
CA_ACC_DON_GRE,2.5,5,6,Srel,0.887755102041,0.762886597938,0.621008403361,0.900411184211,0.801020408163,0.607978723404,0.920103092784,0.677437388193,0.650412087912,0.876785714286,0.764351851852,0.77001368674
CA_ACC_DON_GRE,2.5,5,6,Tanimoto,0.887755102041,0.762886597938,0.621008403361,0.900411184211,0.801020408163,0.607978723404,0.920103092784,0.677437388193,0.650412087912,0.876785714286,0.764351851852,0.77001368674
CA_ACC_DON_GRE,2,5,6,Srel,0.90306122449,0.818298969072,0.617016806723,0.896998355263,0.65943877551,0.614494680851,0.871134020619,0.636907423971,0.668440934066,0.852628968254,0.763734567901,0.754741338793
CA_ACC_DON_GRE,2,5,6,Tanimoto,0.90306122449,0.818298969072,0.617016806723,0.896998355263,0.65943877551,0.614494680851,0.871134020619,0.636907423971,0.668440934066,0.852628968254,0.763734567901,0.754741338793
CA_ACC_DON_GRE,2,5,6,SrelScore08,0.913265306122,0.813144329897,0.617857142857,0.894695723684,0.654336734694,0.610904255319,0.869845360825,0.636572003578,0.655563186813,0.856696428571,0.765432098765,0.753482961011
CA_ACC_DON_GRE,1.5,5,6,SrelScore08,0.828443877551,0.911082474227,0.596638655462,0.896916118421,0.834183673469,0.628856382979,0.89175257732,0.619130143113,0.663804945055,0.780704365079,0.611728395062,0.751203782522
CA_ACC_DON_GRE,1.5,5,6,Srel,0.804209183673,0.895618556701,0.594222689076,0.8921875,0.830357142857,0.648936170213,0.905927835052,0.612924865832,0.674450549451,0.778571428571,0.615586419753,0.750272031016
CA_ACC_DON_GRE,1.5,5,6,Tanimoto,0.804209183673,0.895618556701,0.594222689076,0.8921875,0.830357142857,0.648936170213,0.905927835052,0.612924865832,0.674450549451,0.778571428571,0.615586419753,0.750272031016
CA_ACC_DON_GRE,1.5,5,6,SrelScore05,0.883928571429,0.926546391753,0.591701680672,0.898725328947,0.839285714286,0.58829787234,0.846649484536,0.616055456172,0.642513736264,0.793005952381,0.59475308642,0.747405752291
CA_ACC_DON_GRE,2,5,6,SrelScore05,0.938775510204,0.819587628866,0.613550420168,0.879235197368,0.605867346939,0.595744680851,0.847293814433,0.652504472272,0.649381868132,0.84191468254,0.739043209877,0.743899893786
CA_GRE,3.5,5,6,SrelScore05,0.972576530612,0.90206185567,0.648214285714,0.545476973684,0.526147959184,0.576728723404,0.97293814433,0.671008497317,0.619162087912,0.892509920635,0.730169753086,0.732454066504
CA_GRE,2.5,5,6,SrelScore05,0.966836734694,0.794458762887,0.592121848739,0.604646381579,0.625637755102,0.55585106383,0.978092783505,0.684816636852,0.675824175824,0.886061507937,0.649922839506,0.728570044587
CA_GRE,3.5,5,6,SrelScore08,0.975765306122,0.872422680412,0.620798319328,0.546998355263,0.485331632653,0.576329787234,0.97293814433,0.685878801431,0.654532967033,0.895337301587,0.727700617284,0.728548537516
CA_GRE,3.5,5,6,Srel,0.979591836735,0.855670103093,0.603256302521,0.545148026316,0.472576530612,0.575664893617,0.976804123711,0.691916368515,0.667925824176,0.899206349206,0.726157407407,0.726719796901
CA_GRE,3.5,5,6,Tanimoto,0.979591836735,0.855670103093,0.603256302521,0.545148026316,0.472576530612,0.575664893617,0.976804123711,0.691916368515,0.667925824176,0.899206349206,0.726157407407,0.726719796901
CA_GRE,2,5,6,SrelScore08,0.951530612245,0.813144329897,0.534348739496,0.621587171053,0.790816326531,0.579122340426,0.931701030928,0.634615384615,0.701751373626,0.84246031746,0.588811728395,0.726353577697
CA_GRE,2.5,5,6,SrelScore08,0.966836734694,0.759020618557,0.570378151261,0.593133223684,0.589923469388,0.591223404255,0.974226804124,0.673468246869,0.70260989011,0.900248015873,0.651234567901,0.724754829701
CA_GRE,3,5,6,SrelScore05,0.955357142857,0.878865979381,0.633613445378,0.564679276316,0.507653061224,0.578856382979,0.961340206186,0.677046064401,0.664663461538,0.875446428571,0.674228395062,0.724704531263
CA_GRE,2,5,6,SrelScore05,0.934948979592,0.806701030928,0.556722689076,0.628330592105,0.831632653061,0.575930851064,0.930412371134,0.631596601073,0.67290521978,0.831398809524,0.561419753086,0.723818140948
CA_GRE,2,5,6,Srel,0.953443877551,0.811211340206,0.523844537815,0.617310855263,0.770408163265,0.576861702128,0.921391752577,0.636292486583,0.711195054945,0.83878968254,0.593132716049,0.723080197175
CA_GRE,2,5,6,Tanimoto,0.953443877551,0.811211340206,0.523844537815,0.617310855263,0.770408163265,0.576861702128,0.921391752577,0.636292486583,0.711195054945,0.83878968254,0.593132716049,0.723080197175
CA_GRE,3,5,6,Srel,0.947066326531,0.829896907216,0.581092436975,0.5625,0.489158163265,0.588031914894,0.962628865979,0.70622763864,0.684752747253,0.897470238095,0.675077160494,0.720354763577
CA_GRE,3,5,6,Tanimoto,0.947066326531,0.829896907216,0.581092436975,0.5625,0.489158163265,0.588031914894,0.962628865979,0.70622763864,0.684752747253,0.897470238095,0.675077160494,0.720354763577
CA_GRE,3,5,6,SrelScore08,0.954081632653,0.849226804124,0.578046218487,0.564555921053,0.485331632653,0.582712765957,0.960051546392,0.701140429338,0.677541208791,0.893948412698,0.677160493827,0.720345187816
CA_GRE,2.5,5,6,Srel,0.959821428571,0.738402061856,0.568907563025,0.589720394737,0.575255102041,0.589361702128,0.971649484536,0.662455277281,0.701923076923,0.90128968254,0.646913580247,0.718699941262
CA_GRE,2.5,5,6,Tanimoto,0.959821428571,0.738402061856,0.568907563025,0.589720394737,0.575255102041,0.589361702128,0.971649484536,0.662455277281,0.701923076923,0.90128968254,0.646913580247,0.718699941262
CA_GRE,1.5,5,6,Srel,0.850765306122,0.920103092784,0.523319327731,0.644407894737,0.704081632653,0.626462765957,0.890463917526,0.652560375671,0.752232142857,0.763492063492,0.503163580247,0.711913827252
CA_GRE,1.5,5,6,Tanimoto,0.850765306122,0.920103092784,0.523319327731,0.644407894737,0.704081632653,0.626462765957,0.890463917526,0.652560375671,0.752232142857,0.763492063492,0.503163580247,0.711913827252
CA_GRE,1.5,5,6,SrelScore08,0.844387755102,0.916237113402,0.516176470588,0.645065789474,0.691326530612,0.639095744681,0.886597938144,0.645907871199,0.731799450549,0.759722222222,0.503472222222,0.707253555291
ACC_DON,2.5,5,6,SrelScore08,0.84056122449,0.784149484536,0.614180672269,0.932976973684,0.760204081633,0.700531914894,0.534149484536,0.615272808587,0.541208791209,0.658680555556,0.769135802469,0.704641072169
ACC_DON,1.5,5,6,SrelScore05,0.910714285714,0.776417525773,0.584978991597,0.882319078947,0.676658163265,0.66914893617,0.732603092784,0.570717799642,0.639938186813,0.624007936508,0.665663580247,0.703015234315
ACC_DON,2.5,5,6,Srel,0.845025510204,0.751932989691,0.618067226891,0.932976973684,0.773596938776,0.701329787234,0.515463917526,0.613483899821,0.541380494505,0.662003968254,0.76975308642,0.702274072091
ACC_DON,2.5,5,6,Tanimoto,0.845025510204,0.751932989691,0.618067226891,0.932976973684,0.773596938776,0.701329787234,0.515463917526,0.613483899821,0.541380494505,0.662003968254,0.76975308642,0.702274072091
ACC_DON,2.5,5,6,SrelScore05,0.778698979592,0.83118556701,0.586974789916,0.920847039474,0.711734693878,0.694015957447,0.574097938144,0.615887745975,0.551167582418,0.655902777778,0.755092592593,0.697782333111
ACC_DON,3,5,6,SrelScore05,0.61862244898,0.820231958763,0.629411764706,0.924465460526,0.874362244898,0.629787234043,0.515463917526,0.623155187835,0.551682692308,0.688244047619,0.784413580247,0.696349139768
CA_GRE,1.5,5,6,SrelScore05,0.826530612245,0.890463917526,0.541596638655,0.63984375,0.714285714286,0.645877659574,0.833762886598,0.617508944544,0.687671703297,0.739285714286,0.515200617284,0.695638923481
ACC_DON,1.5,5,6,SrelScore08,0.88137755102,0.682989690722,0.57268907563,0.91171875,0.704081632653,0.671276595745,0.745489690722,0.548300536673,0.612637362637,0.596626984127,0.694367283951,0.692868650353
ACC_DON,3,5,6,SrelScore08,0.655612244898,0.768041237113,0.638865546218,0.933881578947,0.834821428571,0.631382978723,0.459407216495,0.63126118068,0.532451923077,0.685416666667,0.790740740741,0.687443885648
ACC_DON,1.5,5,6,Srel,0.862244897959,0.632731958763,0.558298319328,0.913034539474,0.720663265306,0.66875,0.73131443299,0.537231663685,0.597184065934,0.587053571429,0.701697530864,0.682745840521
ACC_DON,1.5,5,6,Tanimoto,0.862244897959,0.632731958763,0.558298319328,0.913034539474,0.720663265306,0.66875,0.73131443299,0.537231663685,0.597184065934,0.587053571429,0.701697530864,0.682745840521
ACC_DON,2,5,6,SrelScore05,0.832908163265,0.787371134021,0.605147058824,0.9015625,0.722576530612,0.642553191489,0.498711340206,0.590954830054,0.534684065934,0.65431547619,0.738580246914,0.68266950341
ACC_DON,3,5,6,Srel,0.656887755102,0.735180412371,0.626365546218,0.932236842105,0.81887755102,0.638696808511,0.438144329897,0.634671288014,0.539835164835,0.681845238095,0.792592592593,0.68139395716
ACC_DON,3,5,6,Tanimoto,0.656887755102,0.735180412371,0.626365546218,0.932236842105,0.81887755102,0.638696808511,0.438144329897,0.634671288014,0.539835164835,0.681845238095,0.792592592593,0.68139395716
CA_ACC_DON,3.5,5,6,SrelScore05,0.520408163265,0.734536082474,0.658613445378,0.866282894737,0.619897959184,0.729920212766,0.581829896907,0.664355992844,0.578296703297,0.682192460317,0.82600308642,0.678394263417
ACC_DON,3.5,5,6,SrelScore05,0.459821428571,0.685567010309,0.685714285714,0.931620065789,0.862244897959,0.688430851064,0.413015463918,0.628577817531,0.564732142857,0.671428571429,0.818364197531,0.673592430243
ACC_DON,2,5,6,SrelScore08,0.799744897959,0.734536082474,0.581722689076,0.912787828947,0.762755102041,0.652659574468,0.427190721649,0.596992397138,0.526270604396,0.655555555556,0.754012345679,0.673111618126
CA_ACC_DON,3.5,5,6,SrelScore08,0.479591836735,0.652706185567,0.664390756303,0.872697368421,0.658163265306,0.71954787234,0.583762886598,0.638360912343,0.588598901099,0.66121031746,0.828703703704,0.667975818716
